Date,Location,Cases,Area
2020-10-02,Σαντορίνη,2,Αιγαίο Πέλαγος
2020-10-02,Ροδόπη,2,Θράκη
2020-10-02,Ρόδος,1,Αιγαίο Πέλαγος
2020-10-02,Σάμος,2,Αιγαίο Πέλαγος
2020-10-02,Τρίκαλα,15,Θεσσαλία
2020-10-02,Φθιώτιδα,2,Στερεά Ελλάδα
2020-10-02,Χαλκιδική,3,Μακεδονία
2020-10-02,Χίος,1,Αιγαίο Πέλαγος
2020-10-02,Πρέβεζα,17,Ήπειρος
2020-10-02,Λάρισα,6,Θεσσαλία
2020-10-02,Φλώρινα,1,Μακεδονία
2020-10-02,Κόρινθος,3,Πελοπόννησος
2020-10-02,Έβρος,1,Θράκη
2020-10-02,Αθήνα,35,Στερεά Ελλάδα
2020-10-02,Αιτωλοακαρνανία,2,Στερεά Ελλάδα
2020-10-02,Αργολίδα,1,Πελοπόννησος
2020-10-02,Αττική,460,Στερεά Ελλάδα
2020-10-02,Αχαΐα,272,Πελοπόννησος
2020-10-02,Βοιωτία,9,Στερεά Ελλάδα
2020-10-02,Γρεβενά,3,Μακεδονία
2020-10-02,Εύβοια,2,Στερεά Ελλάδα
2020-10-02,Κύθνος,6,Αιγαίο Πέλαγος
2020-10-02,Ηράκλειο,12,Κρήτη
2020-10-02,Θεσπρωτία,1,Ήπειρος
2020-10-02,Θεσσαλονίκη,7,Μακεδονία
2020-10-02,Ιωάννινα,10,Ήπειρος
2020-10-02,Κέρκυρα,5,Ιόνιο Πέλαγος
2020-10-02,Καβάλα,2,Μακεδονία
2020-10-02,Καρδίτσα,10,Θεσσαλία
2020-10-02,Κοζάνη,6,Μακεδονία
2020-10-02,Ζάκυνθος,1,Ιόνιο Πέλαγος
2020-10-03,Πέλλα,117,Μακεδονία
2020-10-03,Ξάνθη,1,Θράκη
2020-10-03,Λακωνία,1,Πελοπόννησος
2020-10-03,Μαγνησία,4,Θεσσαλία
2020-10-03,Λευκάδα,1,Ιόνιο Πέλαγος
2020-10-03,Πιερία,2,Μακεδονία
2020-10-03,Μεσσηνία,1,Πελοπόννησος
2020-10-03,Πρέβεζα,17,Ήπειρος
2020-10-03,Τρίκαλα,15,Θεσσαλία
2020-10-03,Σάμος,3,Αιγαίο Πέλαγος
2020-10-03,Σαντορίνη,1,Αιγαίο Πέλαγος
2020-10-03,Φθιώτιδα,1,Στερεά Ελλάδα
2020-10-03,Φλώρινα,2,Μακεδονία
2020-10-03,Χίος,1,Αιγαίο Πέλαγος
2020-10-03,Χαλκιδική,4,Μακεδονία
2020-10-03,Χανιά,3,Κρήτη
2020-10-03,Ροδόπη,2,Θράκη
2020-10-03,Λάρισα,9,Θεσσαλία
2020-10-03,Λέσβος,1,Αιγαίο Πέλαγος
2020-10-03,Κόρινθος,3,Πελοπόννησος
2020-10-03,Έβρος,2,Θράκη
2020-10-03,Αιτωλοακαρνανία,2,Στερεά Ελλάδα
2020-10-03,Κύθνος,6,Αιγαίο Πέλαγος
2020-10-03,Αττική,460,Στερεά Ελλάδα
2020-10-03,Αχαΐα,11,Πελοπόννησος
2020-10-03,Δράμα,4,Μακεδονία
2020-10-03,Εύβοια,5,Στερεά Ελλάδα
2020-10-03,Ηράκλειο,2,Κρήτη
2020-10-03,Αργολίδα,1,Πελοπόννησος
2020-10-03,Θεσσαλονίκη,11,Μακεδονία
2020-10-03,Θεσπρωτία,1,Ήπειρος
2020-10-03,Κοζάνη,7,Μακεδονία
2020-10-03,Καρδίτσα,10,Θεσσαλία
2020-10-03,Κιλκίς,1,Μακεδονία
2020-10-03,Κέρκυρα,5,Ιόνιο Πέλαγος
2020-10-03,Ιωάννινα,10,Ήπειρος
2020-10-03,Καβάλα,2,Μακεδονία
2020-10-04,Κόρινθος,5,Πελοπόννησος
2020-10-04,Χίος,1,Αιγαίο Πέλαγος
2020-10-04,Φλώρινα,1,Μακεδονία
2020-10-04,Τρίκαλα,11,Θεσσαλία
2020-10-04,Σάμος,5,Αιγαίο Πέλαγος
2020-10-04,Ροδόπη,2,Θράκη
2020-10-04,Πρέβεζα,17,Ήπειρος
2020-10-04,Πέλλα,11,Μακεδονία
2020-10-04,Λέσβος,2,Αιγαίο Πέλαγος
2020-10-04,Λάρισα,6,Θεσσαλία
2020-10-04,Κύθνος,1,Αιγαίο Πέλαγος
2020-10-04,Φθιώτιδα,2,Στερεά Ελλάδα
2020-10-04,Καρδίτσα,6,Θεσσαλία
2020-10-04,Καβάλα,1,Μακεδονία
2020-10-04,Κοζάνη,5,Μακεδονία
2020-10-04,Αθήνα,30,Στερεά Ελλάδα
2020-10-04,Αρκαδία,2,Πελοπόννησος
2020-10-04,Αττική,364,Στερεά Ελλάδα
2020-10-04,Αχαΐα,6,Πελοπόννησος
2020-10-04,Αιτωλοακαρνανία,1,Στερεά Ελλάδα
2020-10-04,Εύβοια,1,Στερεά Ελλάδα
2020-10-04,Θεσσαλονίκη,9,Μακεδονία
2020-10-04,Ιωάννινα,9,Ήπειρος
2020-10-04,Κέρκυρα,2,Ιόνιο Πέλαγος
2020-10-04,Δράμα,1,Μακεδονία
2020-10-05,Πέλλα,20,Μακεδονία
2020-10-05,Κύθνος,1,Αιγαίο Πέλαγος
2020-10-05,Λέσβος,2,Αιγαίο Πέλαγος
2020-10-05,Μαγνησία,2,Θεσσαλία
2020-10-05,Μύκονος,1,Αιγαίο Πέλαγος
2020-10-05,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2020-10-05,Πιερία,4,Μακεδονία
2020-10-05,Φθιώτιδα,2,Στερεά Ελλάδα
2020-10-05,Ροδόπη,2,Θράκη
2020-10-05,Σάμος,5,Αιγαίο Πέλαγος
2020-10-05,Τρίκαλα,11,Θεσσαλία
2020-10-05,Κόρινθος,5,Πελοπόννησος
2020-10-05,Φλώρινα,1,Μακεδονία
2020-10-05,Χίος,1,Αιγαίο Πέλαγος
2020-10-05,Χαλκιδική,1,Μακεδονία
2020-10-05,Πρέβεζα,17,Ήπειρος
2020-10-05,Κοζάνη,21,Μακεδονία
2020-10-05,Λάρισα,6,Θεσσαλία
2020-10-05,Καρδίτσα,6,Θεσσαλία
2020-10-05,Καστοριά,2,Μακεδονία
2020-10-05,Άρτα,1,Ήπειρος
2020-10-05,Έβρος,1,Θράκη
2020-10-05,Αιτωλοακαρνανία,1,Στερεά Ελλάδα
2020-10-05,Αργολίδα,2,Πελοπόννησος
2020-10-05,Αττική,364,Στερεά Ελλάδα
2020-10-05,Αχαΐα,6,Πελοπόννησος
2020-10-05,Βοιωτία,1,Στερεά Ελλάδα
2020-10-05,Αρκαδία,2,Πελοπόννησος
2020-10-05,Εύβοια,1,Στερεά Ελλάδα
2020-10-05,Ημαθία,2,Μακεδονία
2020-10-05,Ηράκλειο,1,Κρήτη
2020-10-05,Θεσσαλονίκη,54,Μακεδονία
2020-10-05,Ιωάννινα,9,Ήπειρος
2020-10-05,Κέρκυρα,2,Ιόνιο Πέλαγος
2020-10-05,Καβάλα,1,Μακεδονία
2020-10-05,Δράμα,1,Μακεδονία
2020-10-06,Ξάνθη,5,Θράκη
2020-10-06,Λέσβος,11,Αιγαίο Πέλαγος
2020-10-06,Χανιά,1,Κρήτη
2020-10-06,Μαγνησία,3,Θεσσαλία
2020-10-06,Μεσσηνία,1,Πελοπόννησος
2020-10-06,Μύκονος,1,Αιγαίο Πέλαγος
2020-10-06,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2020-10-06,Πέλλα,10,Μακεδονία
2020-10-06,Χαλκιδική,1,Μακεδονία
2020-10-06,Πρέβεζα,17,Ήπειρος
2020-10-06,Ροδόπη,2,Θράκη
2020-10-06,Ρόδος,1,Αιγαίο Πέλαγος
2020-10-06,Σάμος,4,Αιγαίο Πέλαγος
2020-10-06,Τρίκαλα,8,Θεσσαλία
2020-10-06,Φθιώτιδα,2,Στερεά Ελλάδα
2020-10-06,Φλώρινα,1,Μακεδονία
2020-10-06,Λάρισα,3,Θεσσαλία
2020-10-06,Πιερία,4,Μακεδονία
2020-10-06,Κύθνος,1,Αιγαίο Πέλαγος
2020-10-06,Καστοριά,2,Μακεδονία
2020-10-06,Κοζάνη,21,Μακεδονία
2020-10-06,Άρτα,1,Ήπειρος
2020-10-06,Έβρος,1,Θράκη
2020-10-06,Αιτωλοακαρνανία,6,Στερεά Ελλάδα
2020-10-06,Αργολίδα,2,Πελοπόννησος
2020-10-06,Αττική,676,Στερεά Ελλάδα
2020-10-06,Αχαΐα,213,Πελοπόννησος
2020-10-06,Βοιωτία,2,Στερεά Ελλάδα
2020-10-06,Ζάκυνθος,1,Ιόνιο Πέλαγος
2020-10-06,Κόρινθος,4,Πελοπόννησος
2020-10-06,Ημαθία,2,Μακεδονία
2020-10-06,Ηράκλειο,1,Κρήτη
2020-10-06,Θεσσαλονίκη,8,Μακεδονία
2020-10-06,Ιωάννινα,12,Ήπειρος
2020-10-06,Κέρκυρα,2,Ιόνιο Πέλαγος
2020-10-06,Καρδίτσα,9,Θεσσαλία
2020-10-06,Κεφαλλονιά,1,Ιόνιο Πέλαγος
2020-10-06,Κιλκίς,2,Μακεδονία
2020-10-06,Ηλεία,1,Πελοπόννησος
2020-10-07,Πιερία,5,Μακεδονία
2020-10-07,Πέλλα,6,Μακεδονία
2020-10-07,Λασίθι,1,Κρήτη
2020-10-07,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2020-10-07,Μαγνησία,1,Θεσσαλία
2020-10-07,Πρέβεζα,17,Ήπειρος
2020-10-07,Ξάνθη,2,Θράκη
2020-10-07,Σάμος,2,Αιγαίο Πέλαγος
2020-10-07,Φθιώτιδα,2,Στερεά Ελλάδα
2020-10-07,Τήνος,1,Αιγαίο Πέλαγος
2020-10-07,Τρίκαλα,8,Θεσσαλία
2020-10-07,Φωκίδα,1,Στερεά Ελλάδα
2020-10-07,Χίος,2,Αιγαίο Πέλαγος
2020-10-07,Χαλκιδική,1,Μακεδονία
2020-10-07,Χανιά,19,Κρήτη
2020-10-07,Λέσβος,11,Αιγαίο Πέλαγος
2020-10-07,Σαντορίνη,1,Αιγαίο Πέλαγος
2020-10-07,Λάρισα,3,Θεσσαλία
2020-10-07,Λακωνία,1,Πελοπόννησος
2020-10-07,Κως,1,Αιγαίο Πέλαγος
2020-10-07,Κόρινθος,8,Πελοπόννησος
2020-10-07,Έβρος,1,Θράκη
2020-10-07,Αιτωλοακαρνανία,7,Στερεά Ελλάδα
2020-10-07,Αργολίδα,1,Πελοπόννησος
2020-10-07,Αττική,364,Στερεά Ελλάδα
2020-10-07,Βοιωτία,3,Στερεά Ελλάδα
2020-10-07,Εύβοια,12,Στερεά Ελλάδα
2020-10-07,Ζάκυνθος,1,Ιόνιο Πέλαγος
2020-10-07,Αχαΐα,11,Πελοπόννησος
2020-10-07,Ημαθία,6,Μακεδονία
2020-10-07,Ηράκλειο,1,Κρήτη
2020-10-07,Θεσσαλονίκη,16,Μακεδονία
2020-10-07,Ιωάννινα,26,Ήπειρος
2020-10-07,Κέρκυρα,1,Ιόνιο Πέλαγος
2020-10-07,Κιλκίς,2,Μακεδονία
2020-10-07,Κοζάνη,194,Μακεδονία
2020-10-07,Ηλεία,1,Πελοπόννησος
2020-10-08,Ρέθυμνο,2,Κρήτη
2020-10-08,Πρέβεζα,17,Ήπειρος
2020-10-08,Πιερία,5,Μακεδονία
2020-10-08,Πέλλα,10,Μακεδονία
2020-10-08,Μαγνησία,4,Θεσσαλία
2020-10-08,Λασίθι,1,Κρήτη
2020-10-08,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2020-10-08,Ροδόπη,2,Θράκη
2020-10-08,Ξάνθη,2,Θράκη
2020-10-08,Ρόδος,1,Αιγαίο Πέλαγος
2020-10-08,Χίος,2,Αιγαίο Πέλαγος
2020-10-08,Σέρρες,1,Μακεδονία
2020-10-08,Σαντορίνη,1,Αιγαίο Πέλαγος
2020-10-08,Τήνος,1,Αιγαίο Πέλαγος
2020-10-08,Τρίκαλα,18,Θεσσαλία
2020-10-08,Φθιώτιδα,2,Στερεά Ελλάδα
2020-10-08,Φλώρινα,1,Μακεδονία
2020-10-08,Φωκίδα,1,Στερεά Ελλάδα
2020-10-08,Χαλκιδική,1,Μακεδονία
2020-10-08,Χανιά,1,Κρήτη
2020-10-08,Λακωνία,1,Πελοπόννησος
2020-10-08,Σάμος,5,Αιγαίο Πέλαγος
2020-10-08,Λέσβος,5,Αιγαίο Πέλαγος
2020-10-08,Βοιωτία,6,Στερεά Ελλάδα
2020-10-08,Κόρινθος,8,Πελοπόννησος
2020-10-08,Λάρισα,7,Θεσσαλία
2020-10-08,Αιτωλοακαρνανία,7,Στερεά Ελλάδα
2020-10-08,Αργολίδα,1,Πελοπόννησος
2020-10-08,Αττική,676,Στερεά Ελλάδα
2020-10-08,Αχαΐα,11,Πελοπόννησος
2020-10-08,Γρεβενά,3,Μακεδονία
2020-10-08,Δράμα,2,Μακεδονία
2020-10-08,Εύβοια,12,Στερεά Ελλάδα
2020-10-08,Ηλεία,3,Πελοπόννησος
2020-10-08,Ημαθία,6,Μακεδονία
2020-10-08,Έβρος,1,Θράκη
2020-10-08,Θεσσαλονίκη,33,Μακεδονία
2020-10-08,Ηράκλειο,4,Κρήτη
2020-10-08,Κοζάνη,194,Μακεδονία
2020-10-08,Κιλκίς,10,Μακεδονία
2020-10-08,Καστοριά,5,Μακεδονία
2020-10-08,Κως,1,Αιγαίο Πέλαγος
2020-10-08,Κέρκυρα,2,Ιόνιο Πέλαγος
2020-10-08,Κάλυμνος,4,Αιγαίο Πέλαγος
2020-10-08,Ιωάννινα,26,Ήπειρος
2020-10-08,Καρδίτσα,1,Θεσσαλία
2020-10-09,Μαγνησία,4,Θεσσαλία
2020-10-09,Ρέθυμνο,2,Κρήτη
2020-10-09,Μύκονος,1,Αιγαίο Πέλαγος
2020-10-09,Νέα Σμύρνη,10,Στερεά Ελλάδα
2020-10-09,Ξάνθη,1,Θράκη
2020-10-09,Πέλλα,10,Μακεδονία
2020-10-09,Πιερία,1,Μακεδονία
2020-10-09,Πρέβεζα,17,Ήπειρος
2020-10-09,Ροδόπη,2,Θράκη
2020-10-09,Τρίκαλα,4,Θεσσαλία
2020-10-09,Σάμος,5,Αιγαίο Πέλαγος
2020-10-09,Σέρρες,1,Μακεδονία
2020-10-09,Σαντορίνη,4,Αιγαίο Πέλαγος
2020-10-09,Φθιώτιδα,2,Στερεά Ελλάδα
2020-10-09,Φλώρινα,1,Μακεδονία
2020-10-09,Χίος,1,Αιγαίο Πέλαγος
2020-10-09,Χαλκιδική,1,Μακεδονία
2020-10-09,Χανιά,1,Κρήτη
2020-10-09,Λακωνία,3,Πελοπόννησος
2020-10-09,Ρόδος,1,Αιγαίο Πέλαγος
2020-10-09,Λέσβος,5,Αιγαίο Πέλαγος
2020-10-09,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2020-10-09,Κόρινθος,11,Πελοπόννησος
2020-10-09,Λάρισα,7,Θεσσαλία
2020-10-09,Έβρος,1,Θράκη
2020-10-09,Αιτωλοακαρνανία,11,Στερεά Ελλάδα
2020-10-09,Αρκαδία,1,Πελοπόννησος
2020-10-09,Αττική,391,Στερεά Ελλάδα
2020-10-09,Αχαΐα,9,Πελοπόννησος
2020-10-09,Γρεβενά,3,Μακεδονία
2020-10-09,Δράμα,2,Μακεδονία
2020-10-09,Εύβοια,10,Στερεά Ελλάδα
2020-10-09,Ηλεία,8,Πελοπόννησος
2020-10-09,Βοιωτία,6,Στερεά Ελλάδα
2020-10-09,Ηράκλειο,4,Κρήτη
2020-10-09,Θεσσαλονίκη,33,Μακεδονία
2020-10-09,Ιωάννινα,26,Ήπειρος
2020-10-09,Κέρκυρα,2,Ιόνιο Πέλαγος
2020-10-09,Καβάλα,1,Μακεδονία
2020-10-09,Καρδίτσα,1,Θεσσαλία
2020-10-09,Κοζάνη,23,Μακεδονία
2020-10-09,Καστοριά,5,Μακεδονία
2020-10-09,Κιλκίς,10,Μακεδονία
2020-10-09,Ημαθία,2,Μακεδονία
2020-10-10,Πειραιάς,19,Στερεά Ελλάδα
2020-10-10,Πέλλα,31,Μακεδονία
2020-10-10,Πάρος,1,Αιγαίο Πέλαγος
2020-10-10,Ξάνθη,30,Θράκη
2020-10-10,Λακωνία,4,Πελοπόννησος
2020-10-10,Μύκονος,1,Αιγαίο Πέλαγος
2020-10-10,Μεσσηνία,5,Πελοπόννησος
2020-10-10,Μαγνησία,42,Θεσσαλία
2020-10-10,Λέσβος,10,Αιγαίο Πέλαγος
2020-10-10,Πιερία,40,Μακεδονία
2020-10-10,Νάξος & Μικρές Κυκλάδες,3,Αιγαίο Πέλαγος
2020-10-10,Πρέβεζα,17,Ήπειρος
2020-10-10,Χίος,9,Αιγαίο Πέλαγος
2020-10-10,Ροδόπη,112,Θράκη
2020-10-10,Ρόδος,14,Αιγαίο Πέλαγος
2020-10-10,Σέρρες,54,Μακεδονία
2020-10-10,Σαντορίνη,4,Αιγαίο Πέλαγος
2020-10-10,Σύρος - Ερμούπολη,1,Αιγαίο Πέλαγος
2020-10-10,Τρίκαλα,27,Θεσσαλία
2020-10-10,Φθιώτιδα,2,Στερεά Ελλάδα
2020-10-10,Φλώρινα,11,Μακεδονία
2020-10-10,Λάρισα,59,Θεσσαλία
2020-10-10,Χαλκιδική,22,Μακεδονία
2020-10-10,Χανιά,4,Κρήτη
2020-10-10,Ρέθυμνο,3,Κρήτη
2020-10-10,Κύθνος,1,Αιγαίο Πέλαγος
2020-10-10,Σάμος,5,Αιγαίο Πέλαγος
2020-10-10,Κυκλάδες,1,Αιγαίο Πέλαγος
2020-10-10,Κόρινθος,11,Πελοπόννησος
2020-10-10,Έβρος,48,Θράκη
2020-10-10,Αθήνα,449,Στερεά Ελλάδα
2020-10-10,Αργολίδα,1,Πελοπόννησος
2020-10-10,Αρκαδία,9,Πελοπόννησος
2020-10-10,Αττική,391,Στερεά Ελλάδα
2020-10-10,Αχαΐα,90,Πελοπόννησος
2020-10-10,Βοιωτία,2,Στερεά Ελλάδα
2020-10-10,Γρεβενά,2,Μακεδονία
2020-10-10,Δράμα,90,Μακεδονία
2020-10-10,Δωδεκάνησα,1,Αιγαίο Πέλαγος
2020-10-10,Εύβοια,9,Στερεά Ελλάδα
2020-10-10,Αιτωλοακαρνανία,11,Στερεά Ελλάδα
2020-10-10,Ηλεία,8,Πελοπόννησος
2020-10-10,Ζάκυνθος,1,Ιόνιο Πέλαγος
2020-10-10,Κοζάνη,23,Μακεδονία
2020-10-10,Κιλκίς,26,Μακεδονία
2020-10-10,Καρδίτσα,10,Θεσσαλία
2020-10-10,Καβάλα,12,Μακεδονία
2020-10-10,Καστοριά,8,Μακεδονία
2020-10-10,Ιωάννινα,112,Ήπειρος
2020-10-10,Θεσσαλονίκη,449,Μακεδονία
2020-10-10,Θεσπρωτία,3,Ήπειρος
2020-10-10,Ηράκλειο,9,Κρήτη
2020-10-10,Ημαθία,9,Μακεδονία
2020-10-10,Κέρκυρα,3,Ιόνιο Πέλαγος
2020-10-11,Μαγνησία,1,Θεσσαλία
2020-10-11,Πρέβεζα,17,Ήπειρος
2020-10-11,Νάξος & Μικρές Κυκλάδες,2,Αιγαίο Πέλαγος
2020-10-11,Ξάνθη,2,Θράκη
2020-10-11,Πέλλα,4,Μακεδονία
2020-10-11,Πειραιάς,19,Στερεά Ελλάδα
2020-10-11,Πιερία,2,Μακεδονία
2020-10-11,Ρέθυμνο,1,Κρήτη
2020-10-11,Φθιώτιδα,1,Στερεά Ελλάδα
2020-10-11,Σάμος,3,Αιγαίο Πέλαγος
2020-10-11,Σέρρες,1,Μακεδονία
2020-10-11,Σαντορίνη,1,Αιγαίο Πέλαγος
2020-10-11,Τρίκαλα,2,Θεσσαλία
2020-10-11,Φλώρινα,1,Μακεδονία
2020-10-11,Χίος,3,Αιγαίο Πέλαγος
2020-10-11,Χαλκιδική,6,Μακεδονία
2020-10-11,Χανιά,1,Κρήτη
2020-10-11,Λακωνία,4,Πελοπόννησος
2020-10-11,Ροδόπη,1,Θράκη
2020-10-11,Λέσβος,2,Αιγαίο Πέλαγος
2020-10-11,Καστοριά,1,Μακεδονία
2020-10-11,Κύθνος,1,Αιγαίο Πέλαγος
2020-10-11,Λάρισα,7,Θεσσαλία
2020-10-11,Αιτωλοακαρνανία,1,Στερεά Ελλάδα
2020-10-11,Αττική,364,Στερεά Ελλάδα
2020-10-11,Αχαΐα,9,Πελοπόννησος
2020-10-11,Βοιωτία,3,Στερεά Ελλάδα
2020-10-11,Εύβοια,4,Στερεά Ελλάδα
2020-10-11,Ζάκυνθος,1,Ιόνιο Πέλαγος
